ID,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
/player/213661/andreas-christensen/190075/,49,36,80,77,25,66,32,22,71,73,66,70,61,78,61,31,72,69,73,20,73,82,32,62,36,77,80,85,82,10,12,8,6,8
/player/169600/danny-simpson/190075/,65,27,70,64,50,64,44,32,59,68,63,54,63,82,78,37,77,64,68,54,80,79,58,63,54,70,81,79,78,10,15,13,9,11
/player/163261/phil-bardsley/190075/,71,47,71,71,43,67,66,33,67,71,57,50,65,75,62,80,73,73,76,66,85,74,58,59,56,69,75,76,77,11,8,9,9,8
/player/220971/naby-keita/190075/,62,74,42,87,71,88,64,70,77,88,78,64,89,82,90,76,53,82,58,73,78,76,74,81,58,79,68,64,62,7,14,15,14,9
/player/213135/divock-origi/190075/,69,75,73,74,69,76,54,40,59,74,77,81,72,76,64,79,73,65,76,69,69,28,78,69,65,72,16,24,18,15,13,16,11,15
/player/192991/cenk-tosun/190075/,64,78,80,70,73,75,72,73,60,76,71,74,73,77,66,83,80,73,74,73,75,31,79,61,86,76,33,34,15,12,14,12,12,9
/player/230899/ademola-lookman/190075/,69,74,49,72,58,85,67,52,44,80,87,79,88,66,85,78,65,68,51,71,65,33,75,70,65,75,24,24,25,12,12,9,15,6
/player/201862/marcos-rojo/190075/,74,50,78,72,48,64,67,57,73,67,68,69,68,74,63,80,82,65,77,63,92,77,57,57,55,73,76,79,80,7,8,12,15,10
/player/228912/bobby-allain/190075/,16,15,18,24,19,21,12,21,24,23,36,40,30,65,29,18,45,25,55,17,20,10,6,31,26,45,10,15,12,70,65,68,65,69
/player/187988/frederic-sammaritano/190075/,61,64,39,73,66,72,80,71,73,73,68,65,72,71,92,62,31,64,42,59,58,33,72,75,64,63,29,17,12,10,11,11,6,16
/player/211327/mauro-goicoechea/190075/,18,16,19,26,16,14,18,23,23,18,49,52,33,70,47,25,67,37,66,20,39,22,13,27,22,62,13,23,24,72,70,71,69,73
/player/246565/bafode-diakite/190075/,50,32,63,66,39,43,33,36,53,58,65,64,58,56,62,53,68,64,68,34,62,62,36,51,48,52,60,69,64,7,10,8,13,5
/player/208324/pierre-yves-polomat/190075/,69,40,53,65,32,62,54,64,59,63,78,78,65,62,66,68,69,77,75,49,75,67,56,57,47,58,66,64,68,9,10,12,13,16
/player/205188/rachid-alioui/190075/,57,76,67,67,55,69,63,74,45,69,68,74,69,67,46,79,71,64,77,70,49,36,72,66,55,67,41,19,11,15,15,11,6,7
/player/204513/maxime-dupe/190075/,10,10,13,34,10,11,12,11,29,22,48,42,35,67,39,21,54,21,71,11,35,23,11,35,18,58,9,11,11,71,70,61,65,74
/player/245630/youssouf-fofana/190075/,50,52,58,71,40,67,49,42,66,69,76,76,74,65,73,61,57,68,73,57,64,66,59,63,64,69,61,66,65,12,7,12,5,9
/player/25420/claudio-pizarro/190075/,62,78,76,75,73,76,76,65,74,78,38,34,65,78,54,75,64,49,78,70,68,33,81,78,81,86,36,33,24,8,7,11,11,14
/player/211818/kevin-mohwald/190075/,82,56,54,75,75,74,80,68,76,73,64,65,72,75,70,86,53,79,66,84,55,49,69,74,46,73,68,63,34,15,13,12,10,8
/player/229167/milot-rashica/190075/,75,76,53,74,74,84,74,66,66,80,93,87,90,78,77,83,41,74,58,76,67,39,75,68,45,74,55,37,34,7,14,7,14,6
/player/188182/leon-balogun/190075/,67,30,77,66,32,60,59,38,60,64,60,69,51,68,51,70,73,58,82,60,72,73,49,47,39,65,75,73,74,6,15,12,10,6
/player/194964/nathaniel-mendez-laing/190075/,66,67,53,63,55,77,59,49,57,73,85,85,73,67,72,67,62,74,71,66,40,46,65,65,48,61,21,30,24,16,15,10,12,11
/player/198194/danny-williams/190075/,66,66,69,71,68,76,54,48,67,68,74,68,71,73,68,78,80,86,76,68,86,69,67,60,50,68,69,71,72,12,12,7,11,6
/player/198118/josuha-guilavogui/190075/,52,49,85,78,49,63,42,53,75,74,65,72,53,79,50,78,76,77,82,66,81,83,61,67,50,75,80,82,82,14,8,14,10,15
/player/189433/benjamin-hubner/190075/,47,20,85,57,45,58,40,42,49,63,54,55,45,78,48,52,61,63,79,22,76,79,41,51,50,71,81,84,79,16,8,7,8,16
/player/231110/patrick-erras/190075/,44,40,57,73,18,38,24,32,66,62,33,37,31,72,29,49,34,65,79,47,63,69,43,67,31,75,72,72,59,13,9,11,8,12
/player/229906/leon-bailey/190075/,77,75,57,75,75,86,78,79,66,82,94,90,86,80,84,79,86,76,59,79,58,21,80,77,71,75,45,27,18,12,13,6,15,14
/player/204077/mbaye-niang/190075/,67,70,64,70,72,82,68,66,58,82,85,91,82,67,65,86,69,65,69,72,50,30,77,72,75,69,30,24,20,4,6,4,4,4
/player/245733/hendrik-weydandt/190075/,30,74,78,51,67,57,36,33,34,57,55,66,47,61,35,71,69,60,90,48,65,24,70,45,50,49,23,36,28,12,5,15,13,9
/player/183909/ibrahima-traore/190075/,77,65,44,76,75,85,85,75,72,79,88,79,93,79,94,80,71,63,43,76,53,41,75,75,56,79,48,44,40,6,6,11,8,7
/player/213750/ken-sema/190075/,69,63,34,71,61,76,67,72,62,73,76,79,70,70,78,77,50,72,78,68,63,40,65,72,44,62,36,49,48,7,11,10,16,7
/player/235450/domingos-quina/190075/,54,55,34,68,48,68,58,50,60,71,74,66,77,60,83,59,51,64,43,61,53,44,59,62,48,62,37,45,41,12,11,8,12,6
/player/241042/oliver-skipp/190075/,52,41,51,70,35,59,48,42,64,65,66,62,57,63,61,55,61,74,61,45,67,61,50,60,54,61,58,63,57,8,12,9,7,5
/player/226677/juninho-bacuna/190075/,71,59,61,72,61,77,68,64,72,75,72,67,69,69,64,80,75,71,69,70,84,68,62,68,59,65,68,63,55,6,11,8,14,10
/player/184037/martin-kelly/190075/,70,38,76,68,39,58,60,35,64,67,46,52,56,73,53,61,68,61,76,38,71,72,42,39,58,74,75,77,76,7,11,8,7,8
/player/139313/christian-fuchs/190075/,83,57,74,78,72,70,86,77,76,74,52,50,61,76,59,83,73,65,71,75,75,77,72,73,68,70,73,77,76,14,12,15,16,13
/player/232883/gaku-shibasaki/190075/,68,71,56,79,61,76,59,67,78,78,69,67,77,78,77,64,67,74,58,68,65,74,69,78,71,75,61,73,72,10,13,13,9,6
/player/219712/sebastian-cristoforo/190075/,52,50,58,76,36,64,59,35,78,72,69,55,76,72,84,73,72,74,65,68,75,76,60,70,59,70,72,75,72,9,14,12,14,15
/player/213345/kingsley-coman/190075/,79,74,52,77,77,87,84,70,67,84,94,93,88,83,84,78,73,72,63,73,36,23,81,77,70,75,29,17,15,5,3,5,3,5
/player/239744/mickael-cuisance/190075/,79,59,49,78,63,75,85,75,73,74,79,66,84,66,74,78,59,64,47,78,57,48,61,76,61,62,49,61,55,9,14,11,8,15
/player/212240/kenan-karaman/190075/,69,75,68,71,60,78,45,28,61,75,74,71,74,69,66,74,80,72,69,70,64,22,72,63,56,57,24,24,18,6,12,13,8,15
/player/226050/cedric-teuchert/190075/,57,68,60,61,58,73,56,37,44,68,77,79,76,65,72,64,66,69,66,59,50,30,65,49,63,61,24,27,20,8,13,16,11,8
/player/222825/chadrac-akolo/190075/,65,72,37,66,60,78,71,41,63,75,83,78,88,75,85,76,50,64,63,57,57,23,68,59,48,62,23,27,26,11,14,7,10,7
/player/219733/ludovic-ajorque/190075/,31,77,80,60,61,69,50,30,38,73,54,55,58,70,30,78,67,77,87,63,61,28,78,56,71,72,17,20,17,8,13,14,14,7
/player/165229/laurent-koscielny/190075/,52,32,81,76,35,62,22,49,70,66,65,66,65,76,61,54,78,62,75,47,86,84,41,56,51,75,80,83,83,13,11,9,11,7
/player/190456/nathaniel-clyne/190075/,78,54,68,75,45,76,64,39,66,78,77,76,79,75,75,74,69,76,67,69,76,78,72,64,46,75,76,80,80,10,11,13,15,7
/player/229071/karim-onisiwo/190075/,70,72,66,69,60,75,63,56,64,73,77,79,68,69,63,75,55,74,79,60,72,49,73,68,44,68,58,48,45,11,11,10,10,16
/player/206553/simon-falette/190075/,39,40,73,59,24,47,27,36,55,52,65,72,44,69,48,60,78,66,91,46,84,71,31,35,60,67,68,75,69,10,13,13,10,9
/player/205995/jetro-willems/190075/,86,54,67,75,53,78,84,63,71,78,79,76,67,74,83,78,77,75,78,68,73,70,68,77,46,71,71,73,72,9,14,16,7,10
/player/213313/remi-walter/190075/,69,57,50,75,51,72,60,50,71,75,66,68,74,71,75,67,69,75,62,64,68,72,59,76,54,75,65,69,67,14,7,12,8,16
/player/241130/ignatius-ganago/190075/,49,71,65,63,60,68,51,35,40,70,75,77,63,59,70,70,65,62,75,66,48,45,67,48,66,65,39,17,14,9,10,8,8,13
/player/177159/fabian-johnson/190075/,76,70,60,76,66,79,72,57,69,76,78,79,73,75,72,69,69,76,60,58,71,65,74,73,53,70,62,75,73,7,7,10,12,15
/player/188802/marcel-schmelzer/190075/,73,34,68,74,47,63,73,67,63,69,74,78,65,77,63,75,75,81,74,54,81,78,54,52,46,72,75,78,80,14,10,15,9,8
/player/246328/antonis-aidonis/190075/,33,25,64,40,35,38,35,31,43,43,65,66,55,62,63,48,73,61,60,25,59,63,26,39,41,50,63,65,64,7,8,15,10,8
/player/190854/peter-pekarik/190075/,73,29,44,74,35,73,67,39,64,76,72,73,73,76,76,56,63,68,65,30,65,75,54,49,49,73,79,78,81,12,12,15,9,10
/player/237985/kevin-danso/190075/,39,26,74,49,31,47,35,31,44,56,55,73,64,62,51,49,67,55,79,25,73,62,28,35,39,59,69,74,71,12,13,6,11,15
/player/185239/omer-toprak/190075/,49,28,80,74,47,63,44,33,69,70,71,83,64,81,61,62,80,67,78,29,70,78,35,59,43,78,82,83,83,11,8,11,12,15
/player/211454/mohamed-elneny/190075/,66,57,57,78,39,68,69,56,77,76,58,60,65,75,62,78,69,92,68,67,73,76,63,70,62,77,76,74,72,7,15,15,12,6
/player/225782/ainsley-maitland-niles/190075/,68,56,51,74,44,76,60,36,69,74,84,87,79,69,70,65,55,78,66,62,58,68,66,72,54,77,64,69,66,15,9,7,10,13
/player/228332/hamza-choudhury/190075/,43,37,64,70,42,61,47,51,63,67,73,71,70,65,71,63,69,78,71,38,77,72,51,56,45,65,73,74,74,9,14,8,10,11
/player/242577/romain-faivre/190075/,59,49,55,70,34,64,51,52,65,65,66,64,69,62,68,63,63,67,56,56,53,62,52,67,53,59,54,60,56,14,13,13,14,15
/player/211398/marc-aurele-caillard/190075/,13,9,13,32,8,11,15,7,27,24,48,39,34,68,45,21,54,33,80,13,25,15,7,17,18,53,8,15,9,69,67,64,68,72
/player/223510/alexandre-mendy/190075/,33,74,68,65,62,62,60,36,40,68,72,74,64,69,55,80,73,68,90,64,59,29,71,52,73,65,16,17,17,16,12,14,16,9
/player/201138/zacharie-boucher/190075/,9,12,21,20,10,15,12,9,22,22,54,58,57,64,64,16,82,42,75,8,40,22,13,33,22,61,10,11,12,70,65,71,67,73
/player/237024/gian-luca-itter/190075/,68,40,65,69,31,70,63,49,63,68,70,68,67,60,62,63,69,67,58,37,58,64,57,49,41,58,67,68,64,10,14,13,7,12
/player/233121/cheick-timite/190075/,59,69,61,59,54,73,48,40,54,70,78,74,66,63,54,78,67,66,67,43,50,30,68,52,56,57,30,33,38,9,7,11,10,10
/player/200408/ben-gibson/190075/,29,28,74,65,20,40,38,22,57,62,61,59,57,70,69,35,75,63,77,28,68,73,32,37,31,55,76,75,74,12,8,16,16,11
/player/201514/elias-kachunga/190075/,66,70,72,66,68,72,66,46,54,71,78,77,71,71,73,72,79,78,70,66,69,25,71,64,65,69,39,53,32,12,12,7,8,8
/player/206115/isaac-hayden/190075/,43,48,65,76,35,66,45,38,69,74,57,64,58,70,60,65,69,77,73,58,79,71,58,68,49,66,71,74,72,9,15,8,8,12
/player/192985/kevin-de-bruyne/190075/,93,82,55,92,82,86,85,83,91,91,78,76,79,91,77,91,63,89,75,90,76,61,87,94,79,90,68,58,51,15,13,5,10,13
/player/227927/kyle-walker-peters/190075/,72,35,62,68,25,74,54,31,62,68,77,74,69,70,81,38,74,75,59,41,70,69,65,64,32,70,70,72,70,9,8,7,11,12
/player/169575/lee-peltier/190075/,61,40,63,62,28,60,49,38,57,63,65,54,53,67,70,32,83,68,66,39,80,73,56,57,38,63,72,74,73,6,7,13,10,15
/player/188155/daryl-janmaat/190075/,79,60,71,76,67,77,64,56,69,79,68,69,68,79,63,76,69,85,70,66,79,75,68,70,62,66,74,75,74,15,10,7,11,7
/player/173533/david-button/190075/,13,12,19,46,11,23,12,15,33,33,60,52,50,62,45,12,58,35,33,13,12,24,12,41,11,61,7,17,11,71,68,65,65,69
/player/212501/leander-dendoncker/190075/,75,66,78,79,71,70,72,71,78,74,61,68,59,73,58,86,67,89,87,76,74,78,73,76,44,75,76,78,76,14,8,14,14,6
/player/163264/tom-heaton/190075/,17,12,16,32,12,17,15,13,37,28,56,55,54,75,52,14,73,40,66,12,31,24,12,46,24,62,16,15,13,79,78,74,81,82
/player/243282/dwight-mcneil/190075/,71,65,59,69,57,73,72,64,64,72,78,77,76,64,80,67,68,73,65,65,55,46,68,67,62,73,48,50,44,6,14,14,12,14
/player/208309/ibrahima-cisse/190075/,56,27,64,69,43,61,45,43,61,65,75,69,71,60,64,73,81,75,69,63,78,66,55,52,46,56,64,73,69,12,11,10,13,15
/player/182836/andy-carroll/190075/,60,77,91,66,74,67,53,42,57,74,43,49,57,77,47,83,83,50,92,76,88,45,78,65,73,76,26,46,43,14,14,12,10,6
/player/216325/angus-gunn/190075/,14,15,14,32,19,20,20,15,41,27,48,49,40,69,42,24,64,31,66,17,28,22,14,51,25,57,20,16,14,76,72,70,73,78
/player/167905/antonio-valencia/190075/,78,60,62,77,64,77,70,66,69,79,79,82,72,77,78,85,69,76,79,66,80,80,66,68,55,78,77,78,76,16,11,10,7,7
/player/231361/joris-gnagnon/190075/,35,28,76,65,32,56,29,28,47,69,66,66,40,68,54,48,84,65,90,27,76,74,35,34,47,69,71,79,73,11,6,14,9,6
/player/215316/geronimo-rulli/190075/,12,15,12,32,16,14,19,20,23,15,54,48,58,76,50,24,65,42,73,17,26,21,12,58,24,61,15,13,17,83,77,77,75,86
/player/165239/samir-nasri/190075/,76,70,42,77,72,80,77,79,74,81,77,75,85,75,90,74,50,66,58,78,33,37,76,77,77,80,34,37,44,1,1,1,1,1
/player/152514/jason-puncheon/190075/,74,66,46,75,65,71,75,74,74,74,61,54,68,74,84,70,60,55,64,68,72,59,73,74,73,75,68,63,58,13,13,14,16,12
/player/197948/florian-lejeune/190075/,51,50,75,75,42,62,47,41,70,73,42,52,55,72,57,75,76,73,83,66,81,81,46,46,43,77,80,76,73,11,15,15,12,7
/player/237161/sean-longstaff/190075/,48,59,47,72,56,60,55,56,67,65,58,64,48,60,66,67,59,73,54,66,39,57,60,63,54,66,54,58,56,6,8,13,14,12
/player/198455/johan-larsson/190075/,68,61,58,69,57,65,69,70,67,65,79,81,79,71,77,71,72,91,71,68,71,69,66,71,58,67,57,66,65,13,16,6,16,16
/player/235554/ihsan-sacko/190075/,60,70,68,67,65,71,51,55,55,70,79,81,84,61,71,74,60,60,62,69,47,34,69,69,73,68,30,46,39,8,8,7,12,14
/player/246816/eddy-sylvestre/190075/,59,66,61,58,61,71,63,54,47,70,66,67,61,51,78,65,52,54,45,59,36,21,63,64,68,66,21,28,24,14,10,7,9,12
/player/245275/toma-basic/190075/,73,51,64,74,59,71,71,74,74,75,55,61,58,68,59,72,60,61,68,66,64,63,68,71,51,57,64,71,69,13,10,11,11,7
/player/193041/keylor-navas/190075/,11,15,11,30,11,16,11,15,37,19,54,53,60,84,61,21,74,39,75,13,32,20,16,68,25,67,28,14,14,90,81,75,82,90
/player/239053/federico-valverde/190075/,49,67,48,80,38,71,51,48,83,74,69,70,68,73,66,77,49,70,68,77,59,68,64,78,42,80,70,68,50,6,10,6,15,8
/player/196932/yaya-sanogo/190075/,49,73,74,73,68,67,52,48,56,75,67,66,58,68,37,74,75,68,79,65,46,36,73,59,65,70,31,21,19,16,13,8,15,11
/player/193581/petar-skuletic/190075/,41,75,79,58,51,52,52,32,31,69,67,67,40,57,47,74,54,67,85,72,63,28,74,49,70,66,45,13,12,7,7,10,7,14
/player/242238/oumar-solet/190075/,31,25,71,68,33,62,35,34,52,58,72,70,63,61,44,42,72,67,74,29,64,62,30,58,42,56,54,67,61,12,14,10,14,15
/player/206141/kalifa-coulibaly/190075/,64,74,75,67,68,64,46,39,50,66,71,76,45,69,34,74,37,62,84,65,65,22,72,61,68,67,18,24,23,10,11,9,13,12
/player/240024/julien-serrano/190075/,64,35,60,60,34,60,49,40,52,60,69,71,57,56,69,39,57,59,54,33,52,59,55,40,49,54,65,69,68,13,11,14,8,11
/player/183916/jeremy-pied/190075/,75,61,71,77,69,75,77,73,75,75,69,68,76,68,77,83,70,72,64,72,77,73,67,67,63,73,73,72,70,13,9,7,15,7
/player/234742/harvey-barnes/190075/,70,69,41,74,50,77,70,52,65,76,81,78,76,72,76,71,57,74,54,75,47,43,73,74,49,66,43,49,47,6,5,11,8,10
/player/105846/artur-boruc/190075/,12,11,11,25,13,14,13,19,34,18,37,39,40,69,40,21,73,31,69,15,38,25,17,40,21,63,15,20,20,76,75,64,77,75
/player/208339/oumar-niasse/190075/,56,72,74,62,71,73,63,39,35,72,78,72,68,70,67,76,71,71,72,69,64,35,74,61,67,67,19,23,24,16,6,12,10,8
/player/49212/julian-speroni/190075/,13,13,11,38,12,12,15,12,28,26,42,39,46,64,55,20,72,33,43,12,21,17,8,34,22,53,10,12,15,70,67,62,66,69
/player/189725/tom-cleverley/190075/,74,64,48,77,68,74,59,62,76,74,63,67,69,77,75,74,61,75,53,75,71,65,74,77,72,67,56,71,52,15,11,9,12,13
/player/183871/nicolai-muller/190075/,72,75,56,70,80,81,65,61,66,74,84,78,85,72,83,71,78,73,57,63,71,48,74,69,73,75,36,49,37,6,16,6,7,14
/player/200215/sebastian-rode/190075/,66,55,66,75,55,71,51,52,71,73,69,66,70,74,74,75,76,75,74,65,83,79,69,71,51,74,78,77,77,9,8,14,7,11
/player/235073/gregor-kobel/190075/,13,6,13,16,5,13,13,12,24,14,26,26,34,65,24,21,34,21,68,8,24,14,7,55,12,35,15,15,15,72,65,65,63,72
/player/183220/jan-moravek/190075/,72,66,58,77,74,75,64,67,73,74,50,48,74,72,72,70,53,49,66,74,64,60,71,72,69,69,49,58,55,8,13,6,12,8
/player/189272/alexander-esswein/190075/,70,65,67,68,68,75,68,54,61,72,83,83,66,74,63,86,78,67,78,70,76,48,64,58,60,64,69,68,59,7,16,10,12,11
/player/232869/gen-shoji/190075/,40,29,70,71,28,53,37,34,70,57,75,86,52,73,71,67,78,82,77,49,74,74,29,31,32,69,78,76,71,9,7,9,12,12
/player/234924/adama-diakhaby/190075/,66,75,72,72,61,77,54,39,55,67,89,87,84,72,63,71,70,59,57,63,32,14,73,64,71,63,22,17,16,11,8,11,5,9
/player/157301/ryan-babel/190075/,72,77,71,71,67,82,77,50,66,80,79,82,77,71,73,85,82,75,78,82,58,34,77,74,70,75,39,28,21,16,8,12,11,15
/player/193290/martin-braithwaite/190075/,68,73,66,71,73,75,71,75,65,76,76,78,84,72,76,76,84,77,76,69,69,31,75,68,73,76,35,30,26,14,13,11,7,8
/player/228616/dimitry-bertaud/190075/,14,15,19,26,19,16,14,14,25,22,48,55,35,56,61,21,50,42,63,19,26,25,12,20,18,48,12,17,21,67,60,56,59,70
/player/231838/maximilian-wober/190075/,61,32,74,67,34,62,42,31,67,65,71,76,65,68,62,48,76,74,78,35,77,68,52,58,42,67,72,72,75,13,13,14,14,8
/player/235526/dennis-geiger/190075/,46,38,29,79,45,72,50,48,72,79,67,63,85,69,82,54,57,76,41,55,63,61,46,72,40,57,60,47,44,7,8,12,10,5
/player/197937/papy-djilobodji/190075/,22,32,71,63,23,42,27,55,67,57,66,66,48,62,47,72,77,68,81,66,80,72,38,50,27,54,64,74,76,12,13,9,6,10
/player/234060/yangel-herrera/190075/,44,49,65,68,39,64,56,51,64,67,53,61,60,63,68,64,75,69,71,51,76,64,60,62,59,53,67,71,68,6,7,9,14,8
/player/237995/diego-lainez/190075/,60,62,48,69,60,81,62,50,60,73,88,84,90,66,93,55,59,65,49,63,57,29,69,65,66,72,50,54,51,14,13,14,7,9
/player/239890/ozan-kabak/190075/,26,30,71,64,28,58,32,31,56,66,66,68,62,67,59,48,72,63,76,25,67,69,30,50,47,67,70,74,72,10,13,10,6,5
/player/232999/tyler-adams/190075/,51,46,64,72,33,70,52,42,68,71,79,79,81,73,86,49,83,86,68,44,77,75,65,69,51,74,69,75,69,6,13,12,8,7
/player/163631/leighton-baines/190075/,84,63,74,78,63,75,81,81,74,80,66,54,66,79,83,84,67,55,55,71,74,77,73,73,90,84,75,77,76,8,15,10,13,12
/player/167664/gonzalo-higuain/190075/,68,90,79,75,88,83,74,62,60,84,69,71,75,86,69,86,79,70,85,80,50,20,90,75,70,85,35,22,18,5,12,7,5,10
/player/229163/callum-slattery/190075/,40,55,45,65,42,62,44,63,55,63,55,67,56,43,56,65,49,70,71,62,51,36,55,62,42,52,40,50,46,13,7,6,8,9
/player/184111/christian-benteke/190075/,58,74,85,64,67,63,60,64,48,72,59,68,66,66,46,78,82,66,87,69,56,29,73,68,71,70,28,25,18,14,5,12,8,5
/player/225539/dominic-solanke/190075/,54,71,65,70,65,73,54,42,58,75,67,69,69,63,67,73,67,65,72,63,43,22,68,63,71,64,20,15,22,9,15,14,9,10
/player/193314/aitor-fernandez/190075/,30,12,20,28,15,22,34,14,26,14,58,53,70,68,48,32,82,42,48,12,15,24,15,45,24,50,14,13,12,76,70,65,75,76
/player/156722/mathieu-flamini/190075/,63,58,69,76,71,62,65,56,73,68,54,49,58,74,71,78,70,64,68,65,83,76,69,68,61,76,76,78,75,7,12,6,6,7
/player/240716/mathias-olivera/190075/,72,49,70,69,38,66,58,41,57,69,75,77,67,73,54,56,64,78,73,48,72,70,63,57,42,70,70,76,71,14,14,12,13,15
/player/186569/sven-ulreich/190075/,14,12,8,41,13,13,12,15,38,22,41,40,36,79,39,24,66,29,51,11,25,14,8,42,22,45,16,18,14,79,72,69,80,86
/player/225309/nadiem-amiri/190075/,73,65,43,79,65,85,76,71,73,81,77,68,79,75,76,70,66,77,66,70,48,62,69,78,65,69,53,57,46,12,12,14,12,10
/player/199779/andre-hoffmann/190075/,49,29,73,67,23,51,27,31,64,62,52,40,55,69,56,61,59,52,78,34,71,70,52,55,42,59,72,73,71,6,14,8,9,9
/player/236454/souleyman-doumbia/190075/,64,32,55,67,37,68,58,35,49,65,84,86,67,58,84,43,67,75,59,38,59,56,55,51,39,55,58,58,56,10,13,11,12,14
/player/246242/boulaye-dia/190075/,36,70,66,56,58,71,48,42,41,65,70,76,65,61,63,70,65,59,78,62,48,22,68,46,64,54,28,17,14,11,10,15,14,10
/player/223357/wilfrid-kaptoum/190075/,56,60,45,73,40,68,57,39,70,74,67,63,80,65,85,73,67,63,59,67,55,56,58,66,50,71,60,62,60,11,13,15,13,15
/player/246387/mathias-suarez/190075/,69,24,65,67,29,58,41,50,65,57,77,77,70,65,79,60,81,82,74,51,73,71,46,44,54,65,74,77,73,13,13,13,7,11
/player/205346/ryan-fredericks/190075/,71,47,52,70,51,74,64,42,60,69,94,92,77,70,76,58,62,77,65,46,73,67,66,58,61,63,71,70,71,16,7,8,15,9
/player/225263/duje-caleta-car/190075/,28,32,74,75,32,54,28,31,79,65,63,67,47,69,61,48,77,75,84,35,72,69,54,60,38,61,76,77,74,8,9,9,10,8
/player/245253/leandro-barreiro-martins/190075/,47,49,48,63,47,72,58,46,55,70,79,69,90,57,82,48,78,55,34,49,40,46,55,56,47,50,48,52,52,14,9,6,6,6
/player/170008/ben-hamer/190075/,11,20,11,25,14,18,13,12,30,23,45,45,50,61,56,23,54,35,64,18,34,23,13,38,22,51,15,12,12,70,62,62,65,68
/player/229487/lukas-klunter/190075/,65,60,62,66,25,66,38,29,55,68,86,85,74,65,64,49,60,73,63,25,58,66,44,43,49,59,64,68,63,10,5,12,14,6
/player/245762/ahmed-kutucu/190075/,43,67,60,63,46,64,53,37,52,65,67,67,67,62,61,75,63,58,63,63,64,30,61,52,53,48,35,43,38,11,9,9,14,14
/player/195363/jeffrey-bruma/190075/,40,38,78,71,34,59,43,66,72,60,54,65,50,67,45,86,71,63,90,65,81,70,46,58,39,71,71,76,72,11,16,16,12,13
/player/225908/reece-oxford/190075/,34,22,64,63,36,52,44,36,57,57,66,72,62,65,53,49,66,65,72,37,68,65,34,53,48,59,66,66,65,10,11,7,9,14
/player/195698/cheick-doukoure/190075/,59,58,69,72,52,65,57,59,65,71,76,74,72,66,75,72,78,82,80,65,77,75,64,63,58,65,72,74,73,15,15,15,10,11
/player/216820/moses-simon/190075/,75,72,58,69,72,82,47,55,54,76,93,92,92,71,91,76,93,73,69,68,38,34,72,66,60,74,30,36,32,7,13,12,13,9
/player/246752/evens-joseph/190075/,53,62,47,51,49,69,53,41,45,65,85,84,78,42,72,60,46,49,54,42,31,23,50,45,60,45,22,33,27,10,14,8,9,13
/player/201878/valentin-eysseric/190075/,80,70,52,78,70,77,76,76,76,78,69,69,75,70,69,74,58,59,64,76,65,35,75,77,70,70,60,34,26,9,13,10,11,8
/player/239747/sergio-cordova/190075/,37,68,58,59,65,72,63,40,50,65,76,78,66,64,65,73,54,53,78,64,42,18,66,61,62,58,20,19,17,6,6,5,5,14
/player/237524/sory-kaba/190075/,49,67,71,59,49,61,42,39,47,64,67,79,62,60,59,72,71,70,79,60,58,35,70,49,69,59,45,26,24,11,9,14,8,14
/player/173909/kevin-prince-boateng/190075/,75,78,74,82,83,79,81,71,78,84,67,65,77,79,68,84,76,68,78,78,83,71,79,78,67,82,59,78,74,6,11,15,16,6
/player/243392/rabbi-matondo/190075/,63,63,47,61,57,67,56,39,54,68,89,87,77,59,74,49,71,55,49,48,38,27,59,58,40,50,33,28,29,8,5,6,12,13
/player/199282/amir-abrashi/190075/,52,49,38,64,47,60,51,45,59,63,67,64,82,68,87,71,74,83,68,56,89,73,56,59,54,58,71,75,76,16,16,13,13,12
/player/178567/erik-pieters/190075/,69,32,74,73,34,70,70,56,62,71,67,67,62,70,62,51,72,79,83,36,88,71,64,65,59,66,74,74,73,16,15,8,12,10
/player/220253/munir-el-haddadi/190075/,65,78,75,77,75,81,70,67,58,80,78,80,78,71,78,76,63,69,63,77,48,22,77,72,66,78,38,27,25,9,12,6,13,16
/player/169345/markus-suttner/190075/,79,48,61,73,63,72,75,79,65,73,68,67,72,72,72,75,72,70,65,68,68,70,51,65,38,72,71,71,72,10,13,15,7,15
/player/150278/jaroslav-drobny/190075/,13,14,12,35,19,15,12,12,33,22,32,33,37,74,35,22,50,23,66,15,26,14,8,21,24,42,13,13,13,71,73,45,74,72
/player/240223/mihailo-ristic/190075/,63,52,50,62,48,67,61,32,58,56,67,66,59,58,62,62,56,70,53,61,60,59,48,59,46,52,60,62,69,7,8,8,14,5
/player/235161/josh-maja/190075/,46,69,59,57,57,61,61,37,51,61,74,78,59,64,64,68,55,60,62,64,38,14,63,52,63,52,33,22,23,14,8,15,5,7
/player/221277/driss-trichard/190075/,63,53,54,62,58,61,55,41,49,62,69,69,65,58,66,58,56,67,55,52,47,56,61,57,66,55,59,55,54,15,14,12,11,13
